1.41E-03,3.48E-04,4.77E-04,1.61E-03,1.19E-02,3.34E-01,1.06E-02,1.91E-03,6.90E-04,1.50E-03,,0.36
2.33E-03,3.30E-04,3.19E-04,1.55E-03,1.79E-02,8.92E-02,8.83E-03,1.37E-03,5.93E-04,5.85E-01,,0.71
3.17E-03,3.69E-04,2.73E-04,1.56E-03,2.04E-02,9.74E-02,7.13E-03,5.88E-01,5.85E-04,3.94E-03,,0.72
1.99E-03,3.11E-05,3.01E-06,6.03E-01,1.51E-02,7.29E-02,3.43E-03,1.82E-03,8.31E-05,4.33E-03,,0.70
3.96E-03,5.13E-04,2.95E-04,4.68E-03,1.63E-02,3.34E-01,4.56E-03,5.86E-03,6.97E-04,9.08E-03,,0.38
2.80E-03,2.20E-04,8.21E-05,6.10E-03,4.86E-01,5.84E-02,2.54E-03,6.00E-03,3.16E-04,7.97E-03,,0.57
2.26E-03,1.67E-04,4.68E-05,7.32E-03,4.42E-01,5.28E-02,1.70E-03,6.05E-03,2.49E-04,7.18E-03,,0.52
2.31E-03,2.77E-04,1.07E-04,8.52E-03,3.30E-01,3.99E-02,1.56E-03,6.39E-03,3.77E-04,6.91E-03,,0.40
8.42E-04,3.91E-06,6.45E-01,5.22E-03,1.30E-01,2.07E-02,3.44E-04,3.56E-03,1.03E-05,3.30E-03,,0.81
1.70E-03,2.69E-04,8.57E-04,6.75E-03,1.68E-01,1.45E-02,8.80E-04,4.77E-03,2.97E-04,5.40E-01,,0.74
2.25E-03,6.65E-04,5.59E-01,7.21E-03,1.49E-01,1.01E-02,1.34E-03,5.19E-03,7.21E-04,1.09E-02,,0.75
6.77E-04,6.69E-05,5.41E-03,3.32E-03,2.38E-01,3.42E-03,2.59E-04,2.20E-03,8.24E-05,1.03E-02,,0.26
1.13E-04,1.67E-05,7.93E-03,1.30E-03,1.07E-01,5.96E-01,2.20E-06,7.83E-04,1.53E-05,8.69E-03,,0.72
9.46E-05,8.15E-06,1.12E-02,5.91E-01,8.46E-02,2.07E-03,2.29E-06,5.87E-04,6.54E-06,8.62E-03,,0.70
2.12E-04,1.46E-05,1.35E-02,3.89E-03,5.30E-02,4.03E-03,5.76E-05,5.98E-01,2.32E-05,8.82E-03,,0.68
1.49E-05,2.98E-05,1.03E-02,5.37E-01,2.36E-02,3.21E-03,8.69E-06,1.52E-03,2.93E-05,5.18E-03,,0.58
2.43E-04,5.59E-05,1.09E-02,1.86E-02,1.30E-02,5.20E-03,9.82E-05,5.36E-01,7.15E-05,5.89E-03,,0.59
1.98E-05,6.62E-06,6.45E-03,2.54E-02,4.04E-03,3.30E-03,7.99E-07,1.15E-02,6.44E-01,2.94E-03,,0.70
2.04E-05,2.56E-06,5.36E-01,2.88E-02,1.47E-03,2.90E-03,8.04E-08,1.99E-02,2.62E-04,2.10E-03,,0.59
6.01E-08,3.16E-05,8.75E-03,4.16E-01,2.63E-04,1.90E-03,2.25E-05,2.24E-02,6.08E-04,1.08E-03,,0.45
3.21E-05,1.06E-06,1.35E-02,4.84E-02,1.52E-04,2.11E-03,4.54E-06,4.22E-01,1.76E-03,1.18E-03,,0.49
1.86E-04,8.98E-05,1.64E-02,5.91E-02,1.82E-04,2.47E-03,1.14E-04,4.59E-02,5.52E-01,1.46E-03,,0.68
1.91E-05,8.26E-07,1.28E-02,3.37E-01,1.52E-06,1.22E-03,2.55E-06,5.15E-02,6.95E-03,5.62E-04,,0.41
3.32E-06,2.53E-05,4.97E-01,7.62E-02,1.17E-04,5.43E-04,2.16E-05,4.37E-02,1.01E-02,1.68E-04,,0.63
4.63E-04,3.49E-04,2.48E-02,8.54E-02,6.22E-01,2.04E-03,3.87E-04,3.83E-02,1.92E-02,1.30E-03,,0.79
1.06E-04,6.27E-01,2.72E-02,6.43E-02,2.30E-04,8.85E-04,7.10E-05,2.19E-02,1.57E-02,4.55E-04,,0.76
6.48E-01,1.08E-04,2.24E-02,3.59E-02,9.73E-05,9.84E-05,5.14E-05,9.47E-03,9.49E-03,6.27E-06,,0.73
7.87E-04,1.71E-03,4.27E-01,2.28E-02,1.42E-03,7.01E-04,1.08E-04,7.24E-03,1.14E-02,4.20E-04,,0.47
2.18E-03,3.22E-03,3.80E-02,1.29E-02,5.63E-01,9.28E-04,2.66E-04,4.76E-03,9.82E-03,6.45E-04,,0.64
1.44E-03,1.86E-03,3.92E-02,5.43E-01,3.66E-03,8.62E-05,3.25E-06,1.26E-03,3.94E-03,1.99E-05,,0.59
2.51E-03,2.78E-03,3.68E-02,7.26E-03,5.01E-01,2.39E-04,3.27E-05,9.81E-04,3.52E-03,1.33E-04,,0.55
4.24E-03,4.40E-03,3.10E-02,1.10E-02,3.94E-01,8.32E-04,4.01E-04,1.31E-03,4.26E-03,6.78E-04,,0.45
2.74E-03,2.75E-03,1.85E-02,5.02E-01,7.45E-02,2.84E-04,8.29E-05,3.56E-04,2.00E-03,2.01E-04,,0.60
2.57E-03,2.45E-03,1.17E-02,1.77E-02,1.06E-01,6.14E-01,9.00E-05,2.27E-04,1.41E-03,1.89E-04,,0.76
2.79E-03,5.61E-01,7.88E-03,2.56E-02,1.04E-01,1.71E-03,2.30E-04,2.94E-04,1.45E-03,3.65E-04,,0.71
3.20E-03,7.15E-03,5.80E-03,2.90E-02,8.21E-02,4.13E-03,5.46E-04,5.00E-04,1.76E-03,5.97E-01,,0.73
4.86E-03,4.65E-01,6.20E-03,3.04E-02,5.69E-02,8.03E-03,1.57E-03,1.33E-03,3.03E-03,4.09E-03,,0.58
1.53E-03,2.05E-02,1.64E-03,1.77E-02,2.67E-02,4.80E-03,2.47E-04,1.33E-04,7.57E-04,5.55E-01,,0.63
1.16E-03,2.98E-02,9.24E-04,1.24E-02,1.34E-02,4.84E-03,2.38E-04,9.89E-05,6.01E-01,9.63E-03,,0.67
9.61E-04,3.25E-02,6.02E-01,8.48E-03,6.57E-03,4.54E-03,2.47E-04,9.57E-05,2.03E-03,1.62E-02,,0.67
1.50E-03,3.22E-02,2.60E-03,7.40E-03,4.57E-03,5.45E-03,6.74E-04,6.09E-01,4.90E-03,2.29E-02,,0.69
5.94E-01,2.26E-02,3.08E-03,4.26E-03,1.66E-03,3.22E-03,2.44E-04,8.34E-04,4.14E-03,1.81E-02,,0.65
2.58E-03,1.70E-02,5.41E-01,3.19E-03,1.02E-03,3.01E-03,3.36E-04,1.97E-03,5.06E-03,1.69E-02,,0.59
4.65E-03,1.28E-02,1.05E-02,2.65E-03,8.07E-04,3.07E-03,5.37E-04,3.34E-03,6.00E-03,4.57E-01,,0.50
2.98E-03,5.26E-03,1.07E-02,6.25E-04,4.06E-06,7.97E-04,2.43E-06,1.61E-03,5.63E-01,1.63E-02,,0.60
4.50E-03,4.47E-03,1.52E-02,7.57E-04,6.33E-05,1.38E-03,1.66E-04,2.87E-03,5.00E-01,2.58E-02,,0.56
4.72E-03,3.14E-03,1.57E-02,5.97E-04,6.49E-05,1.43E-03,2.74E-04,3.26E-03,4.07E-01,2.83E-02,,0.46
3.93E-03,1.82E-03,1.31E-02,3.33E-04,9.13E-06,9.47E-04,1.59E-04,2.64E-03,7.02E-02,4.23E-01,,0.52
3.17E-03,1.06E-03,1.00E-02,1.96E-04,2.54E-07,6.01E-04,6.25E-01,2.06E-03,9.75E-02,3.38E-02,,0.77
4.75E-03,1.82E-03,1.08E-02,7.75E-04,2.27E-04,1.48E-03,1.85E-03,5.48E-01,1.04E-01,4.56E-02,,0.72
2.94E-03,8.59E-04,6.74E-03,2.98E-04,4.57E-05,8.78E-04,2.38E-03,5.70E-03,2.59E-01,4.17E-02,,0.32
5.28E-03,2.26E-03,8.68E-03,1.48E-03,7.29E-04,2.10E-03,5.62E-03,4.77E-01,1.03E-01,3.60E-02,,0.64
5.83E-01,2.25E-04,2.71E-03,6.72E-05,3.47E-06,2.41E-04,2.32E-03,1.54E-02,8.95E-02,1.88E-02,,0.71
3.05E-03,1.54E-04,1.85E-03,5.01E-05,3.68E-06,1.94E-04,2.43E-03,2.30E-02,6.73E-02,4.75E-01,,0.57
4.35E-03,8.17E-05,1.17E-03,2.16E-05,1.04E-05,1.35E-04,2.26E-03,4.09E-01,4.28E-02,1.77E-02,,0.48
4.07E-03,2.10E-07,4.91E-04,4.68E-06,1.42E-04,3.50E-07,5.91E-01,4.00E-02,1.78E-02,1.45E-02,,0.67
8.87E-03,6.01E-01,1.88E-03,4.74E-04,2.03E-04,6.80E-04,7.20E-03,6.37E-02,1.65E-02,2.29E-02,,0.72
5.85E-03,6.74E-04,5.97E-04,4.99E-05,7.14E-07,1.48E-04,7.22E-03,5.76E-02,5.12E-01,1.67E-02,,0.60
4.49E-03,1.04E-03,3.23E-04,1.11E-05,1.75E-05,1.93E-05,5.17E-01,3.99E-02,7.02E-03,1.05E-02,,0.58
5.19E-03,5.61E-01,6.21E-04,1.42E-04,3.46E-05,2.32E-04,1.79E-02,3.22E-02,1.07E-02,1.05E-02,,0.64
2.48E-03,4.23E-03,6.52E-05,5.91E-06,5.94E-05,8.34E-07,4.34E-01,1.71E-02,7.45E-03,5.34E-03,,0.47
5.16E-01,1.46E-02,1.77E-03,1.03E-03,6.67E-04,9.89E-04,5.26E-02,1.72E-02,1.25E-02,8.48E-03,,0.63
4.91E-03,1.06E-02,6.26E-01,1.72E-06,2.42E-06,4.45E-05,6.47E-02,7.08E-03,6.95E-03,3.44E-03,,0.72
5.55E-03,9.08E-03,3.05E-04,6.48E-01,9.70E-05,1.06E-05,5.48E-02,2.64E-03,3.56E-03,1.31E-03,,0.73
7.52E-03,9.87E-03,5.88E-01,1.67E-04,1.09E-05,1.40E-05,4.87E-02,2.16E-03,3.88E-03,1.48E-03,,0.66
8.60E-03,4.95E-01,5.03E-03,8.27E-04,1.84E-06,4.89E-05,3.33E-02,1.53E-03,3.20E-03,1.25E-03,,0.55
5.30E-01,1.19E-02,5.85E-03,4.13E-04,1.78E-04,7.14E-05,1.59E-02,2.00E-04,9.74E-04,1.75E-04,,0.57
4.77E-01,1.67E-02,8.96E-03,9.35E-04,6.62E-05,2.20E-05,9.70E-03,1.76E-04,8.55E-04,1.88E-04,,0.51
3.70E-02,2.18E-02,1.35E-02,5.62E-01,5.81E-05,9.22E-05,8.11E-03,6.05E-04,1.57E-03,6.68E-04,,0.65
4.84E-02,1.79E-02,1.06E-02,5.48E-01,8.15E-06,3.72E-06,4.09E-03,1.66E-04,9.40E-04,2.84E-04,,0.63
5.43E-02,1.63E-02,1.07E-02,1.39E-02,2.06E-05,7.37E-05,5.52E-01,3.18E-04,1.19E-03,4.98E-04,,0.65
5.07E-02,1.51E-02,1.10E-02,2.64E-02,6.16E-01,3.35E-04,6.86E-03,6.86E-04,1.70E-03,9.41E-04,,0.73
3.25E-02,7.94E-03,5.81E-03,2.57E-02,1.61E-04,6.65E-06,5.28E-01,6.10E-05,4.83E-04,1.59E-04,,0.60
2.51E-02,5.11E-01,5.97E-03,2.87E-02,1.15E-03,1.34E-04,1.45E-02,2.58E-04,8.22E-04,4.08E-04,,0.59
1.54E-02,1.09E-02,4.35E-03,2.45E-02,1.84E-03,1.45E-04,4.23E-01,2.66E-04,8.04E-04,4.42E-04,,0.48
4.73E-01,1.37E-02,4.11E-03,2.14E-02,2.52E-03,1.73E-04,3.90E-02,3.19E-04,6.32E-04,3.88E-04,,0.56
1.88E-02,1.93E-02,5.55E-03,2.02E-02,5.53E-03,1.12E-03,6.83E-02,1.40E-03,2.18E-03,5.76E-01,,0.72
1.10E-02,1.05E-02,1.21E-03,7.90E-03,1.60E-03,6.33E-01,6.13E-02,3.39E-05,2.35E-04,7.65E-04,,0.73
1.82E-02,1.46E-02,3.40E-03,1.08E-02,4.93E-03,2.00E-03,5.78E-02,1.11E-03,1.61E-03,5.37E-01,,0.65
1.24E-02,9.60E-03,1.63E-03,5.60E-03,2.93E-03,1.96E-03,4.10E-02,4.13E-04,7.35E-04,5.05E-01,,0.58
8.92E-03,5.19E-01,8.66E-04,3.08E-03,1.59E-03,1.74E-03,2.35E-02,1.04E-04,2.90E-04,1.80E-02,,0.58
1.32E-02,1.63E-02,2.95E-03,5.97E-03,5.27E-03,5.61E-03,2.34E-02,5.76E-01,1.99E-03,4.21E-02,,0.69
5.55E-03,4.73E-01,6.23E-04,1.63E-03,1.27E-03,2.34E-03,9.29E-03,6.91E-04,2.69E-04,3.63E-02,,0.53
4.55E-03,2.50E-02,6.00E-01,1.41E-03,1.47E-03,2.72E-03,6.49E-03,1.85E-03,3.67E-04,3.87E-02,,0.68
7.89E-03,3.80E-02,3.90E-03,3.33E-03,3.04E-03,5.38E-01,6.58E-03,4.49E-03,1.23E-03,3.36E-02,,0.64
5.72E-01,2.64E-02,1.04E-03,2.69E-04,1.69E-04,1.91E-03,8.14E-04,9.26E-04,1.49E-05,1.53E-02,,0.62
4.71E-01,4.00E-02,8.33E-03,4.24E-03,4.05E-03,1.13E-02,5.21E-03,7.10E-03,1.99E-03,2.36E-02,,0.58
1.19E-02,2.80E-02,4.25E-03,8.21E-04,5.87E-01,8.84E-03,1.70E-03,3.76E-03,4.47E-04,1.55E-02,,0.66
2.08E-02,2.44E-02,5.77E-03,1.39E-03,3.74E-03,1.10E-02,2.12E-03,5.05E-03,9.08E-04,4.67E-01,,0.54
4.22E-01,8.02E-03,1.29E-03,1.17E-04,8.67E-04,2.45E-03,6.46E-07,5.41E-04,1.46E-04,4.70E-03,,0.44
3.61E-02,1.10E-02,3.24E-03,4.43E-04,3.49E-03,6.54E-03,5.28E-04,5.67E-01,2.00E-04,1.40E-02,,0.64
4.42E-02,5.23E-03,1.61E-03,8.58E-05,2.67E-03,5.46E-01,6.30E-05,2.86E-03,6.04E-08,1.13E-02,,0.61
4.55E-02,5.50E-03,2.37E-03,2.85E-04,3.67E-03,4.99E-01,2.73E-04,5.28E-03,1.10E-04,1.25E-02,,0.57
6.01E-02,4.09E-03,5.56E-01,1.20E-03,5.66E-03,1.81E-02,4.96E-04,8.24E-03,2.10E-04,1.07E-02,,0.67
2.27E-02,1.42E-03,5.74E-01,1.02E-05,1.48E-03,2.32E-02,4.95E-06,3.94E-03,3.03E-05,6.54E-03,,0.63
3.57E-02,8.37E-03,1.95E-02,3.26E-03,1.02E-02,4.46E-02,3.11E-03,4.57E-01,2.70E-03,1.70E-02,,0.60
1.91E-02,3.77E-03,1.96E-02,1.02E-03,5.75E-03,3.65E-01,1.09E-03,1.65E-02,9.21E-04,1.10E-02,,0.44
1.19E-02,2.42E-03,2.06E-02,5.59E-04,3.98E-03,5.04E-02,6.01E-01,1.75E-02,5.06E-04,7.67E-03,,0.72
4.10E-01,1.57E-03,2.40E-02,2.21E-03,4.03E-03,3.83E-02,1.27E-03,1.59E-02,2.73E-04,2.98E-03,,0.50
1.13E-02,2.02E-03,2.17E-02,7.71E-04,5.39E-01,5.82E-02,3.07E-03,2.17E-02,8.55E-04,6.95E-03,,0.67
5.22E-01,5.51E-05,9.12E-03,7.23E-05,1.22E-03,3.36E-02,3.78E-04,7.98E-03,7.52E-05,8.82E-04,,0.58
2.28E-02,1.75E-03,1.65E-02,8.96E-04,9.48E-03,3.86E-02,4.49E-03,4.48E-01,9.39E-04,5.05E-03,,0.55
3.22E-01,2.08E-04,9.08E-03,4.67E-04,4.56E-03,1.31E-02,1.28E-03,1.15E-02,2.22E-07,4.04E-04,,0.36
6.35E-02,3.31E-03,1.58E-02,2.70E-03,1.48E-02,2.46E-02,7.40E-03,3.91E-01,2.21E-03,5.71E-03,,0.53
5.70E-02,2.36E-05,2.20E-03,1.12E-04,1.65E-03,4.88E-03,2.21E-04,4.43E-01,2.74E-04,1.53E-06,,0.51
1.18E-01,2.49E-04,5.34E-01,6.75E-04,4.59E-03,4.14E-03,1.41E-03,4.71E-02,2.08E-05,2.26E-04,,0.71
2.15E-01,7.82E-06,6.12E-03,3.36E-04,2.89E-03,1.40E-03,5.99E-04,5.85E-02,4.29E-05,1.70E-06,,0.29
4.68E-02,1.17E-05,5.18E-03,6.46E-01,2.26E-03,2.61E-03,5.95E-04,7.38E-02,2.21E-05,1.26E-04,,0.78
4.58E-02,3.35E-04,8.55E-03,4.54E-04,4.60E-03,4.07E-03,1.82E-03,7.96E-02,6.19E-01,9.73E-04,,0.77
3.82E-02,5.81E-01,1.12E-02,1.73E-03,5.34E-03,6.01E-03,3.08E-03,6.06E-02,1.56E-03,1.90E-03,,0.71
2.81E-02,7.36E-04,5.17E-01,6.80E-04,2.08E-03,2.18E-03,9.32E-04,3.71E-02,6.42E-04,3.68E-04,,0.59
2.18E-02,1.85E-03,1.24E-02,1.52E-03,3.62E-03,2.71E-03,1.71E-03,3.79E-01,1.95E-03,1.09E-03,,0.43
1.24E-02,2.81E-03,1.44E-02,1.43E-03,2.70E-03,2.75E-03,1.53E-03,3.58E-02,2.21E-03,5.91E-01,,0.67
7.71E-03,2.52E-03,1.42E-02,1.19E-03,2.30E-03,1.94E-03,1.18E-03,3.71E-02,2.15E-03,5.72E-01,,0.64
3.24E-02,1.67E-03,4.52E-01,1.94E-03,7.59E-04,2.72E-04,3.72E-04,1.57E-02,8.62E-04,1.34E-03,,0.51
2.47E-03,5.49E-01,1.90E-02,9.80E-04,1.24E-03,1.97E-03,9.33E-04,2.27E-02,2.04E-03,7.70E-03,,0.61
1.25E-02,4.73E-01,3.60E-02,5.03E-03,3.77E-03,4.64E-03,3.55E-03,2.09E-02,5.26E-03,1.31E-02,,0.58
1.17E-02,1.42E-02,3.69E-02,4.27E-03,5.45E-01,2.22E-03,2.57E-03,2.08E-02,4.39E-03,1.47E-02,,0.66
1.35E-03,1.62E-02,2.12E-02,7.96E-04,1.75E-03,5.95E-01,5.27E-04,1.02E-02,1.36E-03,1.01E-02,,0.66
5.92E-06,1.77E-02,1.30E-02,1.31E-04,1.53E-03,1.20E-03,1.37E-04,6.81E-03,6.21E-04,4.97E-01,,0.54
1.92E-04,1.98E-02,1.33E-02,4.79E-04,3.30E-03,2.60E-03,4.36E-04,5.14E-01,1.13E-03,1.71E-02,,0.57
1.15E-05,1.81E-02,8.00E-03,1.19E-04,2.31E-03,2.67E-03,1.44E-04,7.66E-03,5.81E-04,4.40E-01,,0.48
1.48E-04,1.48E-02,8.71E-03,4.65E-04,4.28E-03,3.21E-03,4.04E-04,1.23E-02,1.02E-03,3.71E-01,,0.42
7.64E-03,1.35E-02,4.51E-01,2.57E-03,6.47E-03,3.28E-03,1.13E-03,1.16E-02,1.85E-03,4.81E-02,,0.55
1.62E-04,1.15E-02,9.78E-03,4.99E-04,3.67E-03,3.62E-03,6.07E-01,1.13E-02,9.65E-04,8.80E-02,,0.74
2.96E-03,9.06E-03,4.40E-01,1.44E-03,4.69E-03,2.97E-03,1.46E-03,9.99E-03,1.29E-03,7.19E-02,,0.55
6.53E-05,6.54E-03,1.72E-02,2.41E-04,2.21E-03,2.43E-03,5.87E-01,7.38E-03,4.82E-04,7.79E-02,,0.70
3.80E-03,4.30E-01,3.65E-02,4.95E-03,8.64E-03,1.19E-02,1.22E-02,1.54E-02,5.77E-03,7.34E-02,,0.60
6.75E-05,5.70E-03,1.85E-02,1.04E-06,6.53E-04,1.12E-03,5.55E-01,3.31E-03,4.91E-05,4.30E-02,,0.63
1.96E-03,1.68E-02,3.24E-02,1.96E-03,3.96E-03,4.98E-03,4.56E-01,7.39E-03,2.11E-03,3.58E-02,,0.56
5.25E-03,4.55E-01,3.38E-02,1.66E-03,1.67E-03,2.43E-03,2.01E-02,2.45E-03,9.55E-04,1.24E-02,,0.54
1.93E-03,1.28E-02,2.53E-02,4.60E-04,9.57E-04,7.37E-04,4.10E-01,1.68E-03,2.33E-04,8.40E-03,,0.46
8.47E-03,3.57E-02,3.83E-02,7.97E-03,1.22E-02,1.00E-02,7.58E-02,4.58E-01,8.31E-03,2.79E-02,,0.68
5.04E-01,9.09E-03,2.80E-02,4.57E-04,4.85E-04,5.59E-07,4.26E-02,9.57E-04,4.36E-06,8.91E-04,,0.59
2.86E-03,3.92E-01,9.12E-03,4.80E-04,3.35E-04,1.16E-03,6.06E-02,2.15E-03,2.94E-04,2.45E-03,,0.47
2.71E-01,3.26E-02,4.57E-02,8.54E-03,5.34E-03,1.86E-03,4.64E-02,6.22E-03,3.28E-03,1.60E-03,,0.42
7.07E-03,5.47E-02,5.98E-03,1.14E-03,1.31E-03,2.52E-03,5.99E-02,6.45E-03,5.83E-01,4.19E-03,,0.73
1.37E-02,5.59E-02,5.65E-03,1.27E-03,1.10E-03,5.65E-01,4.49E-02,5.14E-03,2.01E-03,2.99E-03,,0.70
8.07E-03,1.81E-02,3.26E-03,1.53E-04,9.23E-04,9.79E-04,3.87E-02,5.12E-01,1.05E-03,3.29E-03,,0.59
5.93E-03,3.18E-02,2.58E-03,6.47E-04,1.57E-03,4.57E-03,3.63E-02,1.31E-02,5.47E-01,5.32E-03,,0.65
1.40E-01,2.55E-02,2.23E-02,8.55E-03,5.09E-03,4.57E-03,1.31E-02,1.04E-02,1.01E-02,8.20E-04,,0.24
6.66E-02,2.16E-02,5.20E-03,5.73E-01,1.32E-03,3.84E-03,1.08E-02,8.76E-03,7.50E-03,7.57E-04,,0.70
1.32E-01,1.04E-02,1.13E-02,5.77E-03,2.21E-03,2.31E-03,5.42E-03,8.06E-03,7.37E-03,1.71E-04,,0.19
1.30E-02,1.99E-02,2.63E-03,3.50E-03,5.49E-01,9.42E-03,2.07E-02,2.49E-02,1.65E-02,7.60E-03,,0.67
1.74E-02,3.69E-03,1.28E-03,1.10E-03,2.40E-03,2.27E-03,1.14E-02,2.02E-02,6.82E-03,5.50E-01,,0.62
1.99E-02,4.38E-01,5.55E-04,2.51E-03,1.49E-03,6.31E-03,6.13E-03,6.57E-03,9.71E-03,2.11E-03,,0.49
1.17E-01,1.66E-03,1.05E-03,1.41E-03,8.20E-04,6.18E-01,8.14E-04,3.43E-03,1.86E-03,2.45E-04,,0.75
6.98E-03,3.86E-01,9.76E-04,3.31E-03,4.03E-03,1.04E-02,9.29E-03,9.78E-03,1.12E-02,7.74E-03,,0.45
1.86E-01,1.58E-03,6.67E-04,9.95E-04,3.46E-04,2.06E-04,2.97E-06,8.97E-04,3.94E-04,9.84E-06,,0.19
1.71E-02,1.37E-02,1.92E-03,3.06E-03,7.64E-03,6.68E-03,5.05E-01,1.62E-02,8.11E-03,1.31E-02,,0.59
8.81E-02,1.27E-02,4.27E-03,7.57E-03,3.38E-03,4.20E-03,9.85E-04,2.25E-03,3.95E-03,6.51E-04,,0.13
2.28E-03,2.65E-01,4.90E-04,3.16E-03,5.53E-03,1.46E-02,1.36E-02,8.98E-03,1.23E-02,1.13E-02,,0.34
6.39E-04,6.29E-02,1.30E-05,3.21E-04,5.77E-01,5.63E-03,8.69E-03,4.24E-03,3.82E-03,6.13E-03,,0.67
3.86E-04,4.69E-02,3.54E-04,6.42E-01,1.23E-03,2.25E-03,5.39E-03,1.96E-03,1.26E-03,3.19E-03,,0.71
4.82E-04,5.08E-02,2.23E-04,1.31E-04,2.21E-03,5.62E-01,5.72E-03,1.85E-03,1.36E-03,3.13E-03,,0.63
