1.674087346415888133e-01,1.431693254207903332e-01,1.689791300436941646e-01,1.466750640552082208e-01,1.427621734474160964e-01,1.325240508051150623e-01,1.349566964287111925e-01,1.338688846410234501e-01,1.318764973671894269e-01,1.393122823553056833e-01
1.496341427539122915e-01,1.287845415197530208e-01,1.655501065125052629e-01,1.323986805414420764e-01,1.278595642410913502e-01,2.056113531509951298e-01,1.222316409904384144e-01,1.189513558426198020e-01,1.204054232357697485e-01,1.264731457142839466e-01
1.194979164854261672e-01,1.014965259623974575e-01,1.581611002383296605e-01,1.061478579141192508e-01,1.010231875597707996e-01,2.006999023633181389e-01,9.708547245170726092e-02,9.327203719157550754e-02,9.629844089026062814e-02,1.011223922914376433e-01
7.831743205054651769e-02,6.504364283249376710e-02,1.309620026401902837e-01,6.803716018385443098e-02,6.385768386927319351e-02,1.515087607584320872e-01,6.160117461830875996e-02,5.981196455598448980e-02,6.075243600897435592e-02,2.950392788775005326e-01
3.258991796453117318e-02,2.550577420796769010e-02,7.834955797586103110e-02,2.783015110474025555e-02,2.535511323672703238e-02,1.468052453546470071e-01,2.433665014489811568e-02,2.426885901299980983e-02,4.187817990719696626e-01,5.547414739689782159e-02
4.728430104785193433e-01,1.004313884137089836e-02,3.741407105927729848e-02,1.073920440428809825e-02,9.742522285477200894e-03,1.038297613200914737e-01,9.487431499158389264e-03,9.749237655220765672e-03,2.510667755429568312e-02,4.262747103220312916e-02
1.353006647117815930e-02,3.244825497220841116e-03,1.389683667395000266e-02,3.407843533814301166e-03,3.096284002539755227e-03,3.247083550052919931e-01,3.043667397275792892e-03,3.300066208430511502e-03,2.190471471624392402e-02,2.658864613466831520e-02
1.408227069423929369e-02,1.317692468637931928e-03,5.253648965750923328e-03,1.356614622835109136e-03,1.261633997155319105e-03,6.165212323197394317e-02,1.261135220302850865e-03,1.406794307471086625e-03,1.840320387411971750e-02,4.525450761835953517e-01
1.072720852235986046e-02,2.177871097908337260e-04,1.228803487455402315e-03,2.083750508279420713e-04,1.954817500304074451e-04,4.944425461114054787e-02,6.173602909972135677e-01,2.701270287080478720e-04,1.172337207061866643e-02,2.291873184020849774e-02
8.813851250285461778e-03,6.738247036239077329e-05,3.480136238636696443e-04,6.092116340472159946e-05,6.085239642083712822e-05,3.362277808260914769e-02,9.814070278302098205e-04,6.243568983171866593e-01,8.350798511099081015e-03,2.652823835811286834e-02
5.695261825599011105e-03,4.594433366441015031e-06,6.362843456805196141e-01,8.408592960067084302e-06,6.578844595306471448e-06,1.795634556818190633e-02,1.295847953058989078e-03,4.057970144419376134e-04,4.602819876921113162e-03,2.200176915290549123e-02
4.830482705480729048e-03,6.246356329069021864e-08,3.934739899948800517e-04,1.346139196296945509e-07,6.396402484623910922e-01,1.049684175975633058e-02,2.389056133313501376e-03,1.402518997788406319e-03,3.593394253435532731e-03,1.829505888813358350e-02
3.910104932950648343e-03,3.127381544737300126e-06,1.033250538357438804e-03,1.502673806147832750e-06,3.830454000811947795e-04,5.928533127417708916e-03,3.091746400768040966e-03,5.646495638508667314e-01,2.715335310377711524e-03,1.343302617361764005e-02
1.331397263506113419e-03,1.778969617055017795e-04,4.954177113554864009e-04,2.037910282408935249e-04,2.339852780172299281e-04,1.589362914410927816e-03,5.786431060352703604e-01,4.941572846061621782e-03,7.186130169730367990e-04,6.019398525522218213e-03
8.135559305829365411e-04,1.980716891988856733e-04,6.289201795066313907e-04,2.255974106101953558e-04,5.270176925177216202e-04,6.161279347986135758e-04,5.299118479817795935e-01,9.254282133904214933e-03,3.842628046778586489e-04,3.457670907220731192e-03
7.502765078036504991e-04,9.505804354275337062e-05,9.781071045768458590e-04,1.118963728902119543e-04,1.100191697889028181e-03,3.849726596572731682e-04,2.331472725212381525e-02,4.708209787595285523e-01,3.852317283827431569e-04,2.454834506889599227e-03
5.604051800622906381e-04,6.536430077966205454e-01,1.055515073461668531e-03,8.726345981596084136e-05,1.363413216556410776e-03,1.844894620411861017e-04,4.051066940253357507e-02,3.260185827213470111e-02,2.824986888028901098e-04,1.548797134157124840e-03
1.400029679677762648e-04,3.323261136963677496e-07,6.030525725204651799e-01,2.641438476173877314e-04,8.458349298879651919e-04,4.640729405419827894e-07,4.275872125373104266e-02,4.279064543659171632e-02,3.071989911724210031e-05,4.916395823257942339e-04
6.721285628550344713e-05,1.145841660952173725e-04,2.427447079486230209e-03,2.667347597450078702e-04,7.694575054704467241e-04,1.074468006441936888e-05,3.585342081727321828e-02,4.162453118615356412e-02,6.356651847991368065e-01,2.271837477955065846e-04
1.370521859582811918e-04,6.475349612978026012e-04,5.269694379632161585e-01,1.049535114634834191e-04,1.064251543773349915e-03,4.660842261707611331e-08,2.642619601479704108e-02,3.332333989460233709e-02,7.648632380862689737e-04,2.710781278594374564e-04
2.216956652695364243e-05,6.580602922646559697e-04,1.651073375335670654e-02,2.136203697707535177e-04,6.174936210722488513e-04,4.292140618049276180e-05,4.609363844556458867e-01,2.021644847041093734e-02,1.262961312107440748e-03,5.150679496259875798e-05
5.438864618252930717e-05,1.100303584361713057e-03,2.871024486204696441e-02,9.914440522193873867e-05,7.344473253690228997e-04,1.169371236223087758e-05,2.507758154501643633e-02,1.230765509408391495e-02,2.422472050354869746e-03,6.259052631802032307e-01
9.445821276655855855e-05,1.442020005276128296e-03,3.348175575080005600e-02,3.817638954188072131e-05,7.962505671409427985e-04,8.273861650194676868e-07,2.901061828543279042e-02,5.111295107295488194e-01,3.268405032983994710e-03,9.788119332013217773e-04
1.308685921224407579e-05,1.031713960265508460e-03,2.744636528350641314e-02,1.017511028739559990e-04,4.214261349188645734e-04,6.490636496807430378e-01,2.400215249335616030e-02,1.053410958598911124e-02,2.781356478941912191e-03,1.631372963163042885e-03
